researcher_id,researcher_name,title,link,cited_by,year,authors,journal
56m4FtQAAAAJ,Marwa JAHJAH hussein,First observation of the decay B¯ s0→ D0K⁎ 0 and a measurement of the ratio of branching fractions B (B¯ s0→ D0K⁎ 0) B (B¯ 0→ D0ρ0),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:NhqRSupF_l8C,56,2011,"R Aaij, CA Beteta, B Adeva, M Adinolfi, C Adrover, A Affolder, Z Ajaltouni, ...","Physics Letters B 706 (1), 32-39"
56m4FtQAAAAJ,Marwa JAHJAH hussein,Measurement of the Asymmetry in Decays,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:l7t_Zn2s7bgC,55,2013,"R Aaij, C Abellan Beteta, A Adametz, B Adeva, M Adinolfi, C Adrover, ...","Physical Review Letters 110 (3), 031801"
56m4FtQAAAAJ,Marwa JAHJAH hussein,Letter of Intent for the LHCb upgrade,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:lSLTfruPkqcC,49,2011,"R Aaij, C Abellán Beteta, B Adeva, M Adinolfi, C Adrover, A Affolder, ...",CERN
56m4FtQAAAAJ,Marwa JAHJAH hussein,First evidence for the annihilation decay mode,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:dshw04ExmUIC,42,2013,"R Aaij, CA Beteta, A Adametz, B Adeva, M Adinolfi, C Adrover, A Affolder, ...","Journal of High Energy Physics 2013 (2), 1-17"
56m4FtQAAAAJ,Marwa JAHJAH hussein,Measurement of the ratio of branching fractions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:Se3iqnhoufwC,"42
*",2012,"R Aaij, C Abellan Beteta, B Adeva, M Adinolfi, C Adrover, A Affolder, ...","Physical Review D—Particles, Fields, Gravitation, and Cosmology 85 (11), 112013"
56m4FtQAAAAJ,Marwa JAHJAH hussein,Observation of in Final States,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:K3LRdlH-MEoC,33,2012,"R Aaij, C Abellan Beteta, B Adeva, M Adinolfi, C Adrover, A Affolder, ...","Physical Review Letters 108 (15), 151801"
56m4FtQAAAAJ,Marwa JAHJAH hussein,First observation of the decays and,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:pqnbT2bcN3wC,31,2012,"R Aaij, C Abellan Beteta, A Adametz, B Adeva, M Adinolfi, C Adrover, ...","Physical Review D—Particles, Fields, Gravitation, and Cosmology 86 (11), 112005"
56m4FtQAAAAJ,Marwa JAHJAH hussein,First Observation of the Decays and,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:uWQEDVKXjbEC,21,2012,"R Aaij, C Abellan Beteta, B Adeva, M Adinolfi, C Adrover, A Affolder, ...","Physical Review Letters 108 (16), 161801"
56m4FtQAAAAJ,Marwa JAHJAH hussein,Measurement of the CP Asymmetry in B+→ K+ μ+ μ− Decays,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:M05iB0D1s5AC,12,2013,LHCb Collaboration,"Physical Review Letters, 2013, Vol. 111, No. 15"
56m4FtQAAAAJ,Marwa JAHJAH hussein,Contribution française à l'upgrade de LHCb,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=56m4FtQAAAAJ&cstart=20&pagesize=80&citation_for_view=56m4FtQAAAAJ:u5HHmVD_uO8C,1,2014,"I De Bonis, S Cap, D Decamp, C Drancourt, P Ghez, P Hopchev, JP Lees, ...",
